slide_id,true_label,pred_prob
25024243B2,1,0.9887316823005676
25024254B2,0,0.00024860264966264367
25024302B4,1,0.9999370574951172
25024310B3,1,0.999996542930603
25024431B,1,0.9719712734222412
25024433B2,0,0.38810643553733826
25024688B2,1,0.9996441602706909
25024695B2,0,0.016337424516677856
25024698B4,1,0.9875412583351135
25024709B2,1,0.9929429888725281
25024732B2,1,0.9997860789299011
25024765B2,0,0.03408754989504814
25024855B3,1,0.9987119436264038
25024855B4,0,2.944126151760429e-07
25024875B2,0,6.710663001285866e-06
25024878B3,1,0.9954341053962708
25024982B1,0,0.01804916374385357
25024982B2,1,0.9761108756065369
25024983B2,1,0.9992210865020752
25025076B,0,0.8320196866989136
25025083B2,1,0.9984557628631592
25025087B,0,0.000751560612116009
25025096B2,1,0.9999958276748657
25025097B,0,0.0064811427146196365
25025102B2,1,0.9990830421447754
25025109B2,1,0.9991440773010254
25025240B,1,0.15629909932613373
25025245B2,1,0.9963106513023376
25025251B,1,0.9999977350234985
25025262B2,1,0.9999892711639404
25025291B,0,0.4966379702091217
25025293B2,0,0.04520338773727417
25025297B,1,0.9962988495826721
25025298B2,1,0.8130149841308594
25025506B,1,0.9999151229858398
25025509B2,1,0.9970020651817322
25025510B1,1,0.9825181365013123
25025510B3,1,0.9531753063201904
25025567B3,1,0.9822267293930054
25025567B4,0,0.9933735132217407
25025569B,0,0.00046814800589345396
25025570B2,1,0.9990283250808716
25025575B2,1,0.9030488729476929
25025602B2,1,0.9760990738868713
25025616B,0,0.0003150888660456985
25025675B2,1,0.9990799427032471
25025788B2,1,0.9997861981391907
25025951B,0,0.9999487400054932
25025953B2,1,0.9992682337760925
25025954B3,0,0.08628389984369278
25025960B2,1,0.9977568984031677
25025975B2,0,0.022080425173044205
25026075B2,1,0.9973777532577515
25026081B2,1,0.7080628871917725
25026103B2,0,0.0005017007351852953
25026103B3,1,0.997837245464325
25026144B2,0,0.00039985639159567654
25026144B3,0,6.568506796611473e-05
25026163B,1,0.9999871253967285
25026180B2,1,0.9993379712104797
25026254B2,1,0.9998249411582947
25026285B2,0,0.2035965621471405
25026291B2,1,0.9996539354324341
25026294B3,0,0.31001344323158264
25026499B3,0,0.003714854596182704
25026509B,0,0.01581576280295849
25026669B2,1,0.9999755620956421
25026740B2,1,0.999977707862854
25026752B,0,2.9759146855212748e-05
25026782B3,0,3.565502629498951e-05
25026797B2,0,0.7719557285308838
25026798B2,1,0.989456832408905
25027122B2,1,0.9783945083618164
25027131B2,0,3.3922922739293426e-05
25027135B3,1,0.9996253252029419
25027167B2,1,0.9995404481887817
25027181B2,0,2.4484811547154095e-06
25027181B3,0,1.2734695076233038e-07
25027181B4,0,1.1210899174329825e-05
25027181B5,0,0.0026832851581275463
25027181B6,0,0.0006678466452285647
25027193B,0,0.01233138982206583
25027290B2,1,0.9975952506065369
25027606B3,0,0.25369489192962646
25027636B2,0,0.02234077639877796
25027718B2,0,3.7031929878139636e-07
25027723B4,0,0.45904842019081116
